epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,723.615,0.9751,0.57737,0.87615,0.90368,0.95792,0.9607,0.68169,1.01988,0.5645,0.9014,0.0011684,0.0011684,0.0011684
44,742.259,0.9439,0.56626,0.87209,0.90099,0.94656,0.97299,0.68787,1.01697,0.60136,0.90379,0.0011486,0.0011486,0.0011486
45,761.481,0.95966,0.56621,0.87429,0.92597,0.94703,0.96466,0.72152,0.9495,0.53668,0.87733,0.0011288,0.0011288,0.0011288
46,781.053,0.95479,0.57303,0.87753,0.90466,0.97384,0.95918,0.70882,0.95593,0.53563,0.87682,0.001109,0.001109,0.001109
47,799.372,0.94244,0.56358,0.87876,0.92125,0.9515,0.95575,0.70621,0.95673,0.54268,0.87692,0.0010892,0.0010892,0.0010892
48,817.311,0.95358,0.55571,0.8745,0.91912,0.9566,0.95442,0.69857,0.98077,0.53051,0.88541,0.0010694,0.0010694,0.0010694
49,837.133,0.963,0.56128,0.87418,0.91254,0.96543,0.9473,0.68415,1.01523,0.53643,0.89948,0.0010496,0.0010496,0.0010496
50,856.269,0.94894,0.56799,0.87437,0.89707,0.97447,0.97304,0.69773,0.97173,0.56859,0.88271,0.0010298,0.0010298,0.0010298
51,870.934,0.94891,0.57087,0.87346,0.88521,0.96618,0.94774,0.71351,0.94021,0.56786,0.87039,0.00101,0.00101,0.00101
52,884.906,0.94683,0.5475,0.87914,0.88857,0.95675,0.9463,0.70158,0.98091,0.56568,0.88701,0.0009902,0.0009902,0.0009902
53,898.881,0.93659,0.53867,0.86703,0.90686,0.97575,0.96038,0.71581,0.96066,0.51014,0.87894,0.0009704,0.0009704,0.0009704
54,912.29,0.93301,0.55389,0.87065,0.92738,0.94001,0.97065,0.68493,0.99301,0.54575,0.88721,0.0009506,0.0009506,0.0009506
55,927.181,0.93748,0.55404,0.87179,0.89936,0.95805,0.94548,0.67466,1.01066,0.54695,0.8999,0.0009308,0.0009308,0.0009308
56,941.26,0.94791,0.532,0.87198,0.91846,0.95533,0.95249,0.66648,1.07246,0.55848,0.92177,0.000911,0.000911,0.000911
57,954.86,0.93115,0.52679,0.87126,0.91909,0.93235,0.97378,0.71851,0.95244,0.54782,0.87108,0.0008912,0.0008912,0.0008912
58,969.199,0.9349,0.54192,0.87055,0.90854,0.95214,0.96511,0.66029,1.05715,0.55857,0.91327,0.0008714,0.0008714,0.0008714
59,983.08,0.91604,0.52425,0.86739,0.91195,0.94521,0.96427,0.68779,0.98452,0.52841,0.88434,0.0008516,0.0008516,0.0008516
60,996.841,0.92412,0.52598,0.87001,0.91945,0.94703,0.94492,0.6947,0.9989,0.521,0.89105,0.0008318,0.0008318,0.0008318
61,1010.3,0.91238,0.51762,0.86804,0.89465,0.96466,0.96135,0.71375,0.94699,0.52762,0.87287,0.000812,0.000812,0.000812
62,1023.53,0.91832,0.52679,0.87139,0.9023,0.95533,0.95317,0.70373,0.966,0.52192,0.88198,0.0007922,0.0007922,0.0007922
63,1036.95,0.91824,0.52722,0.86834,0.91234,0.96301,0.95169,0.71033,0.94196,0.50433,0.86943,0.0007724,0.0007724,0.0007724
64,1051.69,0.92016,0.52744,0.86775,0.89987,0.97499,0.94116,0.69162,0.97027,0.51477,0.87978,0.0007526,0.0007526,0.0007526
65,1065.89,0.902,0.50977,0.86792,0.90504,0.98149,0.93663,0.68621,0.99227,0.51287,0.89397,0.0007328,0.0007328,0.0007328
66,1079.59,0.90516,0.49821,0.86556,0.90267,0.98251,0.93433,0.68805,0.97183,0.50672,0.88302,0.000713,0.000713,0.000713
67,1093.54,0.91601,0.50232,0.86827,0.90827,0.95022,0.94384,0.69702,0.94234,0.52234,0.87207,0.0006932,0.0006932,0.0006932
68,1107.84,0.90758,0.50324,0.86373,0.90232,0.96087,0.9421,0.69334,0.96984,0.52868,0.87636,0.0006734,0.0006734,0.0006734
69,1122.26,0.90208,0.49906,0.86166,0.8979,0.97649,0.9341,0.69026,0.96784,0.5113,0.88161,0.0006536,0.0006536,0.0006536
70,1135.88,0.90192,0.49197,0.86561,0.90342,0.94767,0.97567,0.7137,0.94031,0.569,0.87203,0.0006338,0.0006338,0.0006338
71,1150.67,0.90062,0.49712,0.85769,0.90628,0.97703,0.93634,0.69457,0.96188,0.50031,0.87916,0.000614,0.000614,0.000614
72,1164.84,0.89818,0.49464,0.86436,0.92286,0.93491,0.95985,0.7167,0.94458,0.52954,0.8734,0.0005942,0.0005942,0.0005942
73,1179.07,0.88032,0.47059,0.864,0.89398,0.95245,0.96248,0.72543,0.93882,0.57516,0.87035,0.0005744,0.0005744,0.0005744
74,1192.95,0.87904,0.47214,0.86026,0.91378,0.96043,0.93914,0.67407,1.02733,0.52022,0.90472,0.0005546,0.0005546,0.0005546
75,1207.21,0.89309,0.48232,0.8662,0.90117,0.97064,0.95793,0.7256,0.92982,0.4984,0.86968,0.0005348,0.0005348,0.0005348
76,1221.43,0.8721,0.47184,0.86065,0.90556,0.96681,0.9519,0.71914,0.94615,0.50147,0.87043,0.000515,0.000515,0.000515
77,1236.15,0.88501,0.4788,0.85935,0.91242,0.95068,0.96627,0.71819,0.95027,0.52652,0.87326,0.0004952,0.0004952,0.0004952
78,1250.52,0.87248,0.46559,0.86054,0.914,0.94639,0.96954,0.71892,0.96402,0.54724,0.88329,0.0004754,0.0004754,0.0004754
79,1264.75,0.89404,0.49148,0.85908,0.93736,0.92725,0.95277,0.71317,0.94951,0.51473,0.87506,0.0004556,0.0004556,0.0004556
80,1279.76,0.87126,0.46068,0.85673,0.91848,0.93874,0.9573,0.72024,0.94931,0.54738,0.87354,0.0004358,0.0004358,0.0004358
81,1294.38,0.8771,0.4659,0.86613,0.90177,0.95086,0.95576,0.70649,0.95775,0.54572,0.8779,0.000416,0.000416,0.000416
82,1308.87,0.87115,0.46043,0.85599,0.9026,0.95215,0.94235,0.70905,0.94258,0.53023,0.87175,0.0003962,0.0003962,0.0003962
83,1322.39,0.86337,0.46744,0.86074,0.91544,0.93954,0.94488,0.71539,0.93491,0.52287,0.86969,0.0003764,0.0003764,0.0003764
84,1336.81,0.8638,0.45448,0.85679,0.90206,0.96235,0.93655,0.70408,0.9394,0.50376,0.871,0.0003566,0.0003566,0.0003566
85,1350.79,0.86364,0.45161,0.85728,0.89857,0.97384,0.93553,0.70404,0.95883,0.50285,0.87768,0.0003368,0.0003368,0.0003368
86,1364.76,0.85706,0.46143,0.86003,0.90093,0.95022,0.95615,0.72197,0.93043,0.53789,0.86797,0.000317,0.000317,0.000317
87,1378.9,0.86189,0.46235,0.85559,0.91125,0.94831,0.93543,0.70115,0.93544,0.51646,0.8697,0.0002972,0.0002972,0.0002972
88,1392.67,0.88259,0.46398,0.86135,0.91932,0.94384,0.94662,0.70976,0.94233,0.52464,0.87335,0.0002774,0.0002774,0.0002774
89,1407.01,0.86569,0.46399,0.85721,0.91253,0.93877,0.95381,0.72258,0.93352,0.56557,0.86971,0.0002576,0.0002576,0.0002576
90,1420.87,0.84906,0.45669,0.85122,0.90084,0.96816,0.9432,0.70097,0.98387,0.50708,0.89008,0.0002378,0.0002378,0.0002378
91,1452.12,0.87089,0.42099,0.86238,0.92009,0.93618,0.94648,0.71609,0.93457,0.50663,0.86837,0.000218,0.000218,0.000218
92,1466.09,0.86354,0.41344,0.86289,0.90134,0.96783,0.954,0.71813,0.92658,0.51219,0.86769,0.0001982,0.0001982,0.0001982
93,1480.96,0.86528,0.41531,0.86055,0.90047,0.95916,0.94649,0.71825,0.94233,0.51489,0.87234,0.0001784,0.0001784,0.0001784
94,1494.46,0.86247,0.40945,0.86489,0.92354,0.94042,0.94979,0.72428,0.92839,0.51698,0.86779,0.0001586,0.0001586,0.0001586
95,1508.72,0.84928,0.40373,0.85793,0.92776,0.93426,0.94508,0.71811,0.93222,0.54298,0.86938,0.0001388,0.0001388,0.0001388
96,1523.27,0.84587,0.40592,0.85868,0.92046,0.94448,0.94376,0.72166,0.92935,0.52212,0.86884,0.000119,0.000119,0.000119
97,1538.36,0.84151,0.40413,0.85517,0.93539,0.92392,0.94618,0.72008,0.93477,0.5436,0.87096,9.92e-05,9.92e-05,9.92e-05
98,1552.99,0.84085,0.39203,0.85515,0.93406,0.92342,0.94446,0.71882,0.93057,0.53461,0.87005,7.94e-05,7.94e-05,7.94e-05
99,1568.96,0.83475,0.39876,0.85555,0.93111,0.92292,0.94425,0.71785,0.9347,0.52411,0.87112,5.96e-05,5.96e-05,5.96e-05
100,1583.02,0.82898,0.39082,0.85402,0.93117,0.92379,0.94463,0.71813,0.93476,0.52335,0.87042,3.98e-05,3.98e-05,3.98e-05
